"REF_DATE","GEO","DGUID","Household contributions to registered savings accounts (18)","Selected household characteristics (30)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","$70,000 to $79,999","","0","units","0","","102.7.9","2520","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","$80,000 to $89,999","","0","units","0","","102.7.10","2760","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","$90,000 to $99,999","","0","units","0","","102.7.11","3280","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","$100,000 and over ","","0","units","0","","102.7.12","6400","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","$100,000 to $149,999","","0","units","0","","102.7.13","4560","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","$150,000 to $199,999","","0","units","0","","102.7.14","7400","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","$200,000 to $249,999","","0","units","0","","102.7.15","12900","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","$250,000 and over","","0","units","0","","102.7.16","25800","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","Total - Age of major income earner in the household","","0","units","0","","102.7.17","4120","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","15 to 24 years","","0","units","0","","102.7.18","2280","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","25 to 34 years","","0","units","0","","102.7.19","2600","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","35 to 44 years","","0","units","0","","102.7.20","3320","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","45 to 54 years","","0","units","0","","102.7.21","4720","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","55 to 70 years","","0","units","0","","102.7.22","5520","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","71 years and over","","0","units","0","","102.7.23","2060","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","Total - Households by household size","","0","units","0","","102.7.24","4120","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","1 person","","0","units","0","","102.7.25","3000","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","2 or more persons","","0","units","0","","102.7.26","4440","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","2 persons","","0","units","0","","102.7.27","4360","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","3 persons","","0","units","0","","102.7.28","4200","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","4 persons","","0","units","0","","102.7.29","4760","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RRSP ($)","5 or more persons","","0","units","0","","102.7.30","4320","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","Total - After-tax income of household ","","0","units","0","","102.8.1","44900","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","Under $10,000","","0","units","0","","102.8.2","30","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","$10,000 to $19,999","","0","units","0","","102.8.3","35","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","$20,000 to $29,999","","0","units","0","","102.8.4","300","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","$30,000 to $39,999","","0","units","0","","102.8.5","865","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","$40,000 to $49,999","","0","units","0","","102.8.6","1620","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","$50,000 to $59,999","","0","units","0","","102.8.7","2130","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","$60,000 to $69,999","","0","units","0","","102.8.8","2410","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","$70,000 to $79,999","","0","units","0","","102.8.9","2865","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","$80,000 to $89,999","","0","units","0","","102.8.10","3470","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","$90,000 to $99,999","","0","units","0","","102.8.11","3550","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","$100,000 and over ","","0","units","0","","102.8.12","27625","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","$100,000 to $149,999","","0","units","0","","102.8.13","14735","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","$150,000 to $199,999","","0","units","0","","102.8.14","7785","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","$200,000 to $249,999","","0","units","0","","102.8.15","2975","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","$250,000 and over","","0","units","0","","102.8.16","2130","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","Total - Age of major income earner in the household","","0","units","0","","102.8.17","44900","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","15 to 24 years","","0","units","0","","102.8.18","660","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","25 to 34 years","","0","units","0","","102.8.19","7550","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","35 to 44 years","","0","units","0","","102.8.20","10535","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","45 to 54 years","","0","units","0","","102.8.21","13200","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","55 to 70 years","","0","units","0","","102.8.22","12475","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","71 years and over","","0","units","0","","102.8.23","480","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","Total - Households by household size","","0","units","0","","102.8.24","44900","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","1 person","","0","units","0","","102.8.25","5955","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","2 or more persons","","0","units","0","","102.8.26","38945","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","2 persons","","0","units","0","","102.8.27","12220","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","3 persons","","0","units","0","","102.8.28","9400","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","4 persons","","0","units","0","","102.8.29","11155","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Registered pension plans (RPPs)","5 or more persons","","0","units","0","","102.8.30","6165","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","Total - After-tax income of household ","","0","units","0","","102.9.1","4440","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","Under $10,000","","0","units","0","","102.9.2","456","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","$10,000 to $19,999","","0","units","0","","102.9.3","248","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","$20,000 to $29,999","","0","units","0","","102.9.4","388","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","$30,000 to $39,999","","0","units","0","","102.9.5","725","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","$40,000 to $49,999","","0","units","0","","102.9.6","1440","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","$50,000 to $59,999","","0","units","0","","102.9.7","2080","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","$60,000 to $69,999","","0","units","0","","102.9.8","2140","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","$70,000 to $79,999","","0","units","0","","102.9.9","2400","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","$80,000 to $89,999","","0","units","0","","102.9.10","3040","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","$90,000 to $99,999","","0","units","0","","102.9.11","3360","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","$100,000 and over ","","0","units","0","","102.9.12","6360","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","$100,000 to $149,999","","0","units","0","","102.9.13","4920","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","$150,000 to $199,999","","0","units","0","","102.9.14","7700","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","$200,000 to $249,999","","0","units","0","","102.9.15","10100","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","$250,000 and over","","0","units","0","","102.9.16","12900","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","Total - Age of major income earner in the household","","0","units","0","","102.9.17","4440","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","15 to 24 years","","0","units","0","","102.9.18","1400","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","25 to 34 years","","0","units","0","","102.9.19","3180","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","35 to 44 years","","0","units","0","","102.9.20","5040","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","45 to 54 years","","0","units","0","","102.9.21","5560","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","55 to 70 years","","0","units","0","","102.9.22","4000","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","71 years and over","","0","units","0","","102.9.23","1270","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","Total - Households by household size","","0","units","0","","102.9.24","4440","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","1 person","","0","units","0","","102.9.25","3640","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","2 or more persons","","0","units","0","","102.9.26","4560","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","2 persons","","0","units","0","","102.9.27","3800","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","3 persons","","0","units","0","","102.9.28","4120","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","4 persons","","0","units","0","","102.9.29","5680","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Median contribution - RPP ($)","5 or more persons","","0","units","0","","102.9.30","5000","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","Total - After-tax income of household ","","0","units","0","","102.10.1","56060","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","Under $10,000","","0","units","0","","102.10.2","405","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","$10,000 to $19,999","","0","units","0","","102.10.3","890","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","$20,000 to $29,999","","0","units","0","","102.10.4","2900","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","$30,000 to $39,999","","0","units","0","","102.10.5","4200","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","$40,000 to $49,999","","0","units","0","","102.10.6","5625","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","$50,000 to $59,999","","0","units","0","","102.10.7","5900","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","$60,000 to $69,999","","0","units","0","","102.10.8","5890","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","$70,000 to $79,999","","0","units","0","","102.10.9","5520","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","$80,000 to $89,999","","0","units","0","","102.10.10","4995","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","$90,000 to $99,999","","0","units","0","","102.10.11","4130","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","$100,000 and over ","","0","units","0","","102.10.12","15585","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","$100,000 to $149,999","","0","units","0","","102.10.13","10880","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","$150,000 to $199,999","","0","units","0","","102.10.14","3175","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","$200,000 to $249,999","","0","units","0","","102.10.15","895","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","$250,000 and over","","0","units","0","","102.10.16","640","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","Total - Age of major income earner in the household","","0","units","0","","102.10.17","56060","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","15 to 24 years","","0","units","0","","102.10.18","1520","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","25 to 34 years","","0","units","0","","102.10.19","7205","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","35 to 44 years","","0","units","0","","102.10.20","8475","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","45 to 54 years","","0","units","0","","102.10.21","9390","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","55 to 70 years","","0","units","0","","102.10.22","16970","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","71 years and over","","0","units","0","","102.10.23","12495","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","Total - Households by household size","","0","units","0","","102.10.24","56060","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","1 person","","0","units","0","","102.10.25","15330","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","2 or more persons","","0","units","0","","102.10.26","40735","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","2 persons","","0","units","0","","102.10.27","20875","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","3 persons","","0","units","0","","102.10.28","7940","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","4 persons","","0","units","0","","102.10.29","6900","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to only one type of registered savings account ","5 or more persons","","0","units","0","","102.10.30","5015","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","Total - After-tax income of household ","","0","units","0","","102.11.1","32695","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","Under $10,000","","0","units","0","","102.11.2","355","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","$10,000 to $19,999","","0","units","0","","102.11.3","810","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","$20,000 to $29,999","","0","units","0","","102.11.4","2530","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","$30,000 to $39,999","","0","units","0","","102.11.5","3165","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","$40,000 to $49,999","","0","units","0","","102.11.6","3925","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","$50,000 to $59,999","","0","units","0","","102.11.7","3915","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","$60,000 to $69,999","","0","units","0","","102.11.8","3805","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","$70,000 to $79,999","","0","units","0","","102.11.9","3350","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","$80,000 to $89,999","","0","units","0","","102.11.10","2670","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","$90,000 to $99,999","","0","units","0","","102.11.11","2070","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","$100,000 and over ","","0","units","0","","102.11.12","6100","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","$100,000 to $149,999","","0","units","0","","102.11.13","4655","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","$150,000 to $199,999","","0","units","0","","102.11.14","975","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","$200,000 to $249,999","","0","units","0","","102.11.15","260","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","$250,000 and over","","0","units","0","","102.11.16","220","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","Total - Age of major income earner in the household","","0","units","0","","102.11.17","32695","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","15 to 24 years","","0","units","0","","102.11.18","1160","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","25 to 34 years","","0","units","0","","102.11.19","3835","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","35 to 44 years","","0","units","0","","102.11.20","3085","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","45 to 54 years","","0","units","0","","102.11.21","2960","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","55 to 70 years","","0","units","0","","102.11.22","9660","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","71 years and over","","0","units","0","","102.11.23","11995","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","Total - Households by household size","","0","units","0","","102.11.24","32695","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","1 person","","0","units","0","","102.11.25","10215","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","2 or more persons","","0","units","0","","102.11.26","22475","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","2 persons","","0","units","0","","102.11.27","13805","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","3 persons","","0","units","0","","102.11.28","3640","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","4 persons","","0","units","0","","102.11.29","2560","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","TFSA only","5 or more persons","","0","units","0","","102.11.30","2475","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","Total - After-tax income of household ","","0","units","0","","102.12.1","11920","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","Under $10,000","","0","units","0","","102.12.2","35","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","$10,000 to $19,999","","0","units","0","","102.12.3","60","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","$20,000 to $29,999","","0","units","0","","102.12.4","195","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","$30,000 to $39,999","","0","units","0","","102.12.5","585","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","$40,000 to $49,999","","0","units","0","","102.12.6","920","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","$50,000 to $59,999","","0","units","0","","102.12.7","1030","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","$60,000 to $69,999","","0","units","0","","102.12.8","1090","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","$70,000 to $79,999","","0","units","0","","102.12.9","1130","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","$80,000 to $89,999","","0","units","0","","102.12.10","1180","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","$90,000 to $99,999","","0","units","0","","102.12.11","1025","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","$100,000 and over ","","0","units","0","","102.12.12","4660","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","$100,000 to $149,999","","0","units","0","","102.12.13","3025","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","$150,000 to $199,999","","0","units","0","","102.12.14","1005","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","$200,000 to $249,999","","0","units","0","","102.12.15","355","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","$250,000 and over","","0","units","0","","102.12.16","280","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","Total - Age of major income earner in the household","","0","units","0","","102.12.17","11920","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","15 to 24 years","","0","units","0","","102.12.18","150","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","25 to 34 years","","0","units","0","","102.12.19","1350","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","35 to 44 years","","0","units","0","","102.12.20","2490","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","45 to 54 years","","0","units","0","","102.12.21","3120","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","55 to 70 years","","0","units","0","","102.12.22","4455","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","71 years and over","","0","units","0","","102.12.23","360","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","Total - Households by household size","","0","units","0","","102.12.24","11920","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","1 person","","0","units","0","","102.12.25","2835","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","2 or more persons","","0","units","0","","102.12.26","9090","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","2 persons","","0","units","0","","102.12.27","3930","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","3 persons","","0","units","0","","102.12.28","2050","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","4 persons","","0","units","0","","102.12.29","1970","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RRSP only","5 or more persons","","0","units","0","","102.12.30","1140","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","Total - After-tax income of household ","","0","units","0","","102.13.1","11445","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","Under $10,000","","0","units","0","","102.13.2","15","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","$10,000 to $19,999","","0","units","0","","102.13.3","20","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","$20,000 to $29,999","","0","units","0","","102.13.4","180","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","$30,000 to $39,999","","0","units","0","","102.13.5","455","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","$40,000 to $49,999","","0","units","0","","102.13.6","785","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","$50,000 to $59,999","","0","units","0","","102.13.7","955","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","$60,000 to $69,999","","0","units","0","","102.13.8","995","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","$70,000 to $79,999","","0","units","0","","102.13.9","1035","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","$80,000 to $89,999","","0","units","0","","102.13.10","1145","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","$90,000 to $99,999","","0","units","0","","102.13.11","1040","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","$100,000 and over ","","0","units","0","","102.13.12","4820","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","$100,000 to $149,999","","0","units","0","","102.13.13","3200","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","$150,000 to $199,999","","0","units","0","","102.13.14","1200","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","$200,000 to $249,999","","0","units","0","","102.13.15","280","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","$250,000 and over","","0","units","0","","102.13.16","140","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","Total - Age of major income earner in the household","","0","units","0","","102.13.17","11445","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","15 to 24 years","","0","units","0","","102.13.18","220","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","25 to 34 years","","0","units","0","","102.13.19","2020","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","35 to 44 years","","0","units","0","","102.13.20","2900","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","45 to 54 years","","0","units","0","","102.13.21","3310","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","55 to 70 years","","0","units","0","","102.13.22","2855","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","71 years and over","","0","units","0","","102.13.23","145","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","Total - Households by household size","","0","units","0","","102.13.24","11445","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","1 person","","0","units","0","","102.13.25","2275","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","2 or more persons","","0","units","0","","102.13.26","9165","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","2 persons","","0","units","0","","102.13.27","3140","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","3 persons","","0","units","0","","102.13.28","2255","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","4 persons","","0","units","0","","102.13.29","2370","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","RPP only","5 or more persons","","0","units","0","","102.13.30","1405","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","Total - After-tax income of household ","","0","units","0","","102.14.1","33735","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","Under $10,000","","0","units","0","","102.14.2","65","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","$10,000 to $19,999","","0","units","0","","102.14.3","50","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Contributed to two types of registered savings accounts","$20,000 to $29,999","","0","units","0","","102.14.4","265","","","","0"
