"REF_DATE","GEO","DGUID","Gender (3)","Marital status (13)","Age (16)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Divorced","70 to 74 years","","0","units","0","","47.1.12.13","3660","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Divorced","75 to 79 years","","0","units","0","","47.1.12.14","2065","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Divorced","80 to 84 years","","0","units","0","","47.1.12.15","1060","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Divorced","85 years and over","","0","units","0","","47.1.12.16","655","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Widowed","Total - Age","","0","units","0","","47.1.13.1","35275","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Widowed","20 to 24 years","","0","units","0","","47.1.13.3","20","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Widowed","25 to 29 years","","0","units","0","","47.1.13.4","40","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Widowed","30 to 34 years","","0","units","0","","47.1.13.5","60","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Widowed","35 to 39 years","","0","units","0","","47.1.13.6","120","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Widowed","40 to 44 years","","0","units","0","","47.1.13.7","200","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Widowed","45 to 49 years","","0","units","0","","47.1.13.8","390","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Widowed","50 to 54 years","","0","units","0","","47.1.13.9","700","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Widowed","55 to 59 years","","0","units","0","","47.1.13.10","1475","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Widowed","60 to 64 years","","0","units","0","","47.1.13.11","2505","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Widowed","65 to 69 years","","0","units","0","","47.1.13.12","3650","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Widowed","70 to 74 years","","0","units","0","","47.1.13.13","4980","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Widowed","75 to 79 years","","0","units","0","","47.1.13.14","5485","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Widowed","80 to 84 years","","0","units","0","","47.1.13.15","5680","","","","0"
"2021","Windsor--Sarnia, Ont.","2021S05003570","Total - Gender","Not married and not living common law - Widowed","85 years and over","","0","units","0","","47.1.13.16","9970","","","","0"


