"REF_DATE","GEO","DGUID","Gender (3a)","Census year (4)","Marital status (13)","Age (16)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Divorced","25 to 29 years","","0","units","0","","34.1.2.12.4","165","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Divorced","30 to 34 years","","0","units","0","","34.1.2.12.5","440","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Divorced","35 to 39 years","","0","units","0","","34.1.2.12.6","985","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Divorced","40 to 44 years","","0","units","0","","34.1.2.12.7","1720","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Divorced","45 to 49 years","","0","units","0","","34.1.2.12.8","2620","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Divorced","50 to 54 years","","0","units","0","","34.1.2.12.9","3505","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Divorced","55 to 59 years","","0","units","0","","34.1.2.12.10","3505","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Divorced","60 to 64 years","","0","units","0","","34.1.2.12.11","3000","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Divorced","65 to 69 years","","0","units","0","","34.1.2.12.12","2615","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Divorced","70 to 74 years","","0","units","0","","34.1.2.12.13","1635","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Divorced","75 to 79 years","","0","units","0","","34.1.2.12.14","885","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Divorced","80 to 84 years","","0","units","0","","34.1.2.12.15","465","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Divorced","85 years and over","","0","units","0","","34.1.2.12.16","290","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","Total - Age","","0","units","0","","34.1.2.13.1","20905","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","15 to 19 years","","0","units","0","","34.1.2.13.2","0","...","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","20 to 24 years","","0","units","0","","34.1.2.13.3","15","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","25 to 29 years","","0","units","0","","34.1.2.13.4","35","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","30 to 34 years","","0","units","0","","34.1.2.13.5","45","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","35 to 39 years","","0","units","0","","34.1.2.13.6","75","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","40 to 44 years","","0","units","0","","34.1.2.13.7","160","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","45 to 49 years","","0","units","0","","34.1.2.13.8","280","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","50 to 54 years","","0","units","0","","34.1.2.13.9","585","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","55 to 59 years","","0","units","0","","34.1.2.13.10","995","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","60 to 64 years","","0","units","0","","34.1.2.13.11","1440","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","65 to 69 years","","0","units","0","","34.1.2.13.12","2165","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","70 to 74 years","","0","units","0","","34.1.2.13.13","2495","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","75 to 79 years","","0","units","0","","34.1.2.13.14","3095","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","80 to 84 years","","0","units","0","","34.1.2.13.15","3440","","","","0"
"2021","Windsor (CMA), Ont.","2021S0503559","Total - Gender","2016","Not married and not living common law - Widowed","85 years and over","","0","units","0","","34.1.2.13.16","6080","","","","0"


